,Unnamed: 0,btc_close,eth_close,doge_close,btc_volume,eth_volume,doge_volume,btc_friction_diff_0.25,btc_friction_diff_0.5,btc_friction_diff_0.75,btc_friction_diff_1.0,btc_friction_diff_1.25,btc_friction_diff_1.5,btc_friction_diff_1.75,btc_friction_diff_2.0,eth_friction_diff_0.25,eth_friction_diff_0.5,eth_friction_diff_0.75,eth_friction_diff_1.0,eth_friction_diff_1.25,eth_friction_diff_1.5,eth_friction_diff_1.75,eth_friction_diff_2.0,doge_friction_diff_0.25,doge_friction_diff_0.5,doge_friction_diff_0.75,doge_friction_diff_1.0,doge_friction_diff_1.25,doge_friction_diff_1.5,doge_friction_diff_1.75,doge_friction_diff_2.0,btc_close_15_min_future_percent_change,eth_close_15_min_future_percent_change,doge_close_15_min_future_percent_change,btc_close_10_min_future_percent_change,eth_close_10_min_future_percent_change,doge_close_10_min_future_percent_change,btc_close_5_min_future_percent_change,eth_close_5_min_future_percent_change,doge_close_5_min_future_percent_change,btc_close_15_min_past_percent_change,eth_close_15_min_past_percent_change,doge_close_15_min_past_percent_change,btc_close_10_min_past_percent_change,eth_close_10_min_past_percent_change,doge_close_10_min_past_percent_change,btc_close_5_min_past_percent_change,eth_close_5_min_past_percent_change,doge_close_5_min_past_percent_change,btc_volume_1_min_past_percent_change,eth_volume_1_min_past_percent_change,doge_volume_1_min_past_percent_change
doge_friction_diff_0.75,-0.038687029159987354,-0.21590019830005278,-0.1977815454180146,-0.21680545126235723,0.08606684858451584,0.06517521839785512,0.11072916465052818,0.42621390565252587,0.4250536514833409,0.4249389012256332,0.42479376081220743,0.4247195783951023,0.4236045420495783,0.425101143448659,0.42502915159343374,0.3425312671526182,0.34389404128338047,0.3438328325957441,0.34365852725889157,0.34383897625461257,0.3429964795756228,0.34264103941224294,0.34049870742796995,0.7960849223255267,0.9754116997707571,1.0,0.768900536012723,0.5278570518159301,0.9541295671649236,0.9356860460411445,0.9878978301744752,-0.3321947717844959,-0.2192948372903416,-0.019788062135879386,-0.34311139442098676,-0.23593143004220676,-0.10415851446161686,-0.2679255903476504,-0.15229996509480212,-0.11794235845381033,-0.11511070366791655,-0.08436324078952384,-0.11582885170394273,-0.1391364468829793,-0.13767743953844666,-0.13585407895730617,-0.17926134290920157,-0.1514884682795037,-0.16144571252053658,-0.07077572064996661,0.12576445468616723,0.2526100950162653
doge_friction_diff_1.0,0.48014962007240525,-0.6458751269581376,-0.6744477269660838,-0.7203867341681792,0.15236207121056936,0.08261227153968684,0.0828115228199321,0.4659525367619119,0.44436274407360743,0.44321485389554366,0.4449019264480535,0.4481272981016585,0.45741726327387805,0.44362188777576655,0.44520741467334973,0.5703561330322529,0.560749822147779,0.5604753474196136,0.5617550713717325,0.5606680668582609,0.5597245209204512,0.5616700410763215,0.5713027855553159,0.857660762010642,0.6582704245856265,0.768900536012723,1.0,0.8043765819133691,0.8238865594781309,0.869254353337206,0.6978194393745835,-0.1575799527976205,-0.035908914384184,0.15133408768940448,-0.17077813257910696,-0.058209913932284994,0.07802588497166132,-0.12360081933341913,-0.019784604444065268,0.040176872887048604,-0.03636227421788756,0.02830542004146091,0.006880968360137886,-0.056367992050642364,-0.012908494464711952,-0.006572354556987539,-0.08714395613561175,-0.03034434222496445,-0.04157149541662683,-0.0023038471136547388,0.006661898603203303,0.13554674180082757
doge_friction_diff_1.25,0.6825448862639492,-0.828393663708888,-0.8299725963088301,-0.8249560324842435,0.16768123444045382,0.016740166412195782,0.09883834988848537,0.34941346220719605,0.31724009192205327,0.3158473317318895,0.31917344384552665,0.32306063987667366,0.34379969294501705,0.31632343258311446,0.3180867583919357,0.5278478146592905,0.5125548234700679,0.511692845358292,0.51415538356728,0.5116228347291208,0.5120621434618536,0.5159179163681461,0.541051010291792,0.8233236266198661,0.4343268844922821,0.5278570518159301,0.8043765819133691,1.0,0.693110878918882,0.6360419756033259,0.4745157432288316,0.12846522573053604,0.1752944730333904,0.29438227907409176,0.08973000305442416,0.14337614670874568,0.21714210514999355,0.06956035801979409,0.1303956966000064,0.13497401472811402,0.018018524496557137,0.08056475621488861,0.10651946522053979,0.02287848492962152,0.07016275895840123,0.08860903561491787,0.0031470820857438147,0.053714131721063055,0.03778659760346664,0.006059775318047257,0.013461954100289735,0.18014710372313322
doge_friction_diff_1.5,0.11377222669857674,-0.4238760958681072,-0.385836114228967,-0.4000594673294585,0.1336225828508983,0.06167449769640857,0.09469595419275703,0.4733782421266737,0.4640324972745097,0.4636299339526454,0.4644587707521169,0.4654144039000473,0.4714009482184633,0.4640172241963791,0.46416795278016376,0.41097771453231463,0.40845688970085603,0.40824599443682047,0.408638298992509,0.40808984576067253,0.40805810873177334,0.4082237193478226,0.4148784701319166,0.9242746547199138,0.9245455618621896,0.9541295671649236,0.8238865594781309,0.693110878918882,1.0,0.9351511783801566,0.9374874404895929,-0.2142759968297819,-0.10152571814691459,0.1016881293680673,-0.22768592600496343,-0.118337756792887,0.014794356556964533,-0.17040965624544047,-0.05760161113075222,-0.026847576984080027,-0.08851199936390786,-0.041850197652348306,-0.08219977899773727,-0.10729062585582597,-0.08563448828081255,-0.10539424494767287,-0.14617780458985824,-0.10090590998333362,-0.1320744279171222,-0.08206114160190313,0.12333397897855344,0.24642261688654055
doge_friction_diff_1.75,0.12980177930739326,-0.45036288460021834,-0.43782812827775835,-0.45677377670567737,0.15328459602602024,0.061869043989230425,0.11533629760237674,0.5443754495009969,0.5369242618924276,0.5365585372763972,0.537542730913817,0.5385364906028128,0.5398504150586916,0.5370794043516365,0.5375444707685832,0.5324526006772975,0.5308345302600579,0.5308099104602058,0.530812145102436,0.5308135095995395,0.5301959255628066,0.5299137685958035,0.5342282535839333,0.8618046988869187,0.8875186117540139,0.9356860460411445,0.869254353337206,0.6360419756033259,0.9351511783801566,1.0,0.9001038472686749,-0.24415621992860898,-0.08936849699055548,0.05810934142222275,-0.2549852167045764,-0.11294965348821401,-0.0237815447217847,-0.19947439372309486,-0.06284966265608503,-0.0631567709054069,-0.13783761047828094,-0.04953275163627439,-0.12110131417415378,-0.15297560990431663,-0.08938671569615915,-0.12647879090745606,-0.17237186853171285,-0.10315821172492856,-0.13431616785666617,-0.0660349226075109,0.060052427661926346,0.2097803817909269
doge_friction_diff_2.0,-0.13446066147037905,-0.13766622822331306,-0.10211677353895958,-0.11039009662232593,0.08416620775863533,0.06270683403426734,0.11398085944929949,0.39205675005067975,0.39365622550420537,0.3938279099004197,0.3935573589679318,0.3927236478547962,0.3912296132775681,0.39395595696221186,0.3934794582090671,0.2639066182774786,0.26684959794742874,0.26674585834520415,0.26640469160404284,0.26666100356270533,0.26589768992017604,0.26525343994207584,0.2636029771940288,0.7610654210332621,0.995408961039545,0.9878978301744752,0.6978194393745835,0.4745157432288316,0.9374874404895929,0.9001038472686749,1.0,-0.3370114644105455,-0.2328812010393787,-0.023650018017029026,-0.3385717641400407,-0.23913217062045455,-0.09810229592894482,-0.2621009551962708,-0.14885771031538705,-0.1140798954655473,-0.12257572733502708,-0.08906568316048917,-0.1028920587853557,-0.1435473841158574,-0.1389289326107518,-0.1286232694553106,-0.18237503969579108,-0.15051118991419363,-0.15274943565048665,-0.08094528085067666,0.14927721026809293,0.276806744518257
btc_close_15_min_future_percent_change,0.2633141871513271,-0.31390975733088644,-0.2355595573712754,-0.2190315822542882,0.06191941757239332,-0.04657437479586787,-0.005080694209600895,0.0173262683768032,0.005529483164317442,0.00544230209062108,0.00739328709087681,0.009882534586099017,0.02139616995338858,0.005701724620586744,0.006187277762426563,-0.01724309397397527,-0.023997053631904467,-0.02446545837292065,-0.023316231337011863,-0.02458939063969577,-0.022513349770979643,-0.021351631142112207,-0.005670776352163322,-0.0800632878322711,-0.3220001119766585,-0.3321947717844959,-0.1575799527976205,0.12846522573053604,-0.2142759968297819,-0.24415621992860898,-0.3370114644105455,1.0,0.8979550710612615,0.7167996036089205,0.8399118036074206,0.7968086506420741,0.6054961847572425,0.6233702840304967,0.6159729116377592,0.44238999204268853,0.08288650732713918,0.18951354085371433,0.09030025134476995,0.12468942529413167,0.24546202218265065,0.107832200979407,0.09557846934504181,0.1923383048834473,0.07932127219865832,0.02940995702531627,-0.001504717392356932,-0.00789765415891902
eth_close_15_min_future_percent_change,0.26971544235685935,-0.40150078659888533,-0.34317409908826224,-0.3037157749961774,0.10528019379269873,-0.049580638487798596,0.04715372450193405,0.12352007372316307,0.11181888579894023,0.11179941359918504,0.1142871735828657,0.11684795917467283,0.12721653215879736,0.11246549758172315,0.11285292817535744,0.1586956305822565,0.15279381463276376,0.15246257720710107,0.153281756208576,0.15215919415643714,0.15428298284178027,0.15499094298904448,0.17231422840468966,0.05092365299294457,-0.20832957473172076,-0.2192948372903416,-0.035908914384184,0.1752944730333904,-0.10152571814691459,-0.08936849699055548,-0.2328812010393787,0.8979550710612615,1.0,0.733720160486728,0.7124634891238822,0.8377101482103033,0.578080157473661,0.49460928805551896,0.6204791070177718,0.381655194250662,-0.011077415567447268,0.0704750794570503,0.07309030408882733,0.010034490157940678,0.10383571073746305,0.08819553707550593,0.00873491744958653,0.0859208589858914,0.07220240305283385,0.03694944938643237,-0.004892893790180018,0.046251141049406655
doge_close_15_min_future_percent_change,0.2888197925990018,-0.3174093038322656,-0.2580197760150369,-0.3100530916738792,0.09149326361580344,-0.03978506129719245,0.0071446458970596885,-0.03724958225069191,-0.05247455691592847,-0.05265184508952377,-0.050125134057583905,-0.04782678967546458,-0.033982096317697344,-0.05210539830043512,-0.051455690329531394,-0.03261482836307646,-0.041126701175525956,-0.04182202109692999,-0.04050759490003081,-0.04190358887163184,-0.0409051376027092,-0.039146243717549226,-0.01819442718595441,0.2092593692862581,0.0010794225388780835,-0.019788062135879386,0.15133408768940448,0.29438227907409176,0.1016881293680673,0.05810934142222275,-0.023650018017029026,0.7167996036089205,0.733720160486728,1.0,0.589878133928272,0.6533678239233432,0.8213376021743172,0.4295443556353864,0.4998723487486847,0.6069916019282975,0.09773072422486621,0.19030658510001727,0.07210710852254328,0.09043105725412029,0.2133492210783655,0.07745548414323436,0.040662593032219516,0.15787290346687838,0.009478036779476031,0.0011584277978825763,0.17425597414724453,0.0464247148844092
btc_close_10_min_future_percent_change,0.21480442093900057,-0.24953876065622263,-0.17612248193455943,-0.1734337165235085,0.1117176068017701,-0.0858445872381364,-0.05675294148455484,-0.03802483510586343,-0.04864563911618003,-0.04866880712133504,-0.046959582984479976,-0.04472525493139326,-0.03437652654104298,-0.048418669639600356,-0.048077735699439614,-0.08264884098674699,-0.08802570194487959,-0.08850624747579795,-0.08761332261960655,-0.08849321167602127,-0.08666237801876825,-0.08610073614639614,-0.07186444631002167,-0.11258512522880894,-0.3254604711789623,-0.34311139442098676,-0.17077813257910696,0.08973000305442416,-0.22768592600496343,-0.2549852167045764,-0.3385717641400407,0.8399118036074206,0.7124634891238822,0.589878133928272,1.0,0.8856486989550074,0.7159516572038861,0.7179399029556764,0.6553059135858762,0.4840053375860039,0.12536032198629557,0.24634759236123965,0.11004422155177433,0.13889696865072898,0.2620942866668877,0.12786719705286465,0.09455806672589856,0.17969658188487123,0.07398164622088145,0.07137109809471799,-0.07090001216929107,0.041409672161545154
eth_close_10_min_future_percent_change,0.22408188594025036,-0.3378755535656832,-0.2812924460172699,-0.2541846828078595,0.12778768166296345,-0.11372532893878035,0.003924164763357891,0.06723483338799209,0.05634457675765985,0.056342402235154784,0.05852378339664071,0.06089879612958788,0.07059909393310784,0.0569543872706778,0.05720210871162694,0.08161980063704577,0.07673332292199068,0.07638875311620771,0.07704293061172887,0.07620122604053818,0.07821350997340723,0.07836649195223633,0.09389906855110876,0.01587488847537726,-0.21816156974708206,-0.23593143004220676,-0.058209913932284994,0.14337614670874568,-0.118337756792887,-0.11294965348821401,-0.23913217062045455,0.7968086506420741,0.8377101482103033,0.6533678239233432,0.8856486989550074,1.0,0.7085707521722552,0.6167047358663373,0.718275507570366,0.45812312746718564,0.011657229207059928,0.10487109306236043,0.08938566919887417,0.016508794821374365,0.12457272860643977,0.08291151928481573,0.02492606550204563,0.09064220347785594,0.031062471464691554,0.05697451923524117,-0.02176433772110972,0.08075727642882204
doge_close_10_min_future_percent_change,0.24270631608737442,-0.26191718446799883,-0.2023469432806473,-0.2549637493145292,0.10026155221044789,-0.09581283289096501,-0.083029884839095,-0.0641102900461859,-0.07743914949525249,-0.07754802109712698,-0.07535220323346167,-0.07354051811334675,-0.061602974763478265,-0.07710551271631572,-0.07662947185368091,-0.06737335451805579,-0.07394316937146174,-0.07466242218209831,-0.07359904337771711,-0.07464726239126201,-0.07398765739757371,-0.0725612439150125,-0.0545344818071188,0.12268607017075926,-0.07381430390872094,-0.10415851446161686,0.07802588497166132,0.21714210514999355,0.014794356556964533,-0.0237815447217847,-0.09810229592894482,0.6054961847572425,0.578080157473661,0.8213376021743172,0.7159516572038861,0.7085707521722552,1.0,0.527202738654819,0.5420881487046864,0.6971900115194442,0.0881782888602684,0.21105231943539457,0.07792105116738479,0.04494157874679464,0.1980433305786772,0.058101333886880616,0.034850908810934195,0.15902221321549068,0.041593949154023056,0.01805847321551651,0.04865903042681562,-0.014793890170227858
btc_close_5_min_future_percent_change,0.1582318902103896,-0.17932223803438066,-0.124838783545019,-0.12958905470692467,0.013032597945856202,-0.10565901517886903,-0.007283464393634206,-0.04509321609462701,-0.053081718599853056,-0.05302054428742984,-0.05192917882138759,-0.05010561294172563,-0.04197067796931606,-0.05277203090930197,-0.052635832842966024,-0.07251750828115723,-0.07614556245491995,-0.076471184144781,-0.07585275210559705,-0.07647758199098588,-0.07509564151216046,-0.07542382049215059,-0.06397800069250562,-0.08225069610065215,-0.25503461522219584,-0.2679255903476504,-0.12360081933341913,0.06956035801979409,-0.17040965624544047,-0.19947439372309486,-0.2621009551962708,0.6233702840304967,0.49460928805551896,0.4295443556353864,0.7179399029556764,0.6167047358663373,0.527202738654819,1.0,0.863290526687844,0.6980065908754096,0.0989410512859901,0.19657600024415542,0.08355618666856239,0.09762952091994202,0.18363975310422426,0.07608682968390787,0.028638186613025772,0.07493358003727933,-0.005163801197363379,0.051232727321161034,-0.13038122340823902,0.03602708451242363
eth_close_5_min_future_percent_change,0.16810808739312266,-0.245405800013437,-0.20719439786540214,-0.18843862681564905,0.010413923102388426,-0.126158385276164,0.06949538285269614,0.02820231035345372,0.019734284445317864,0.01976916438034725,0.02133075309690013,0.022959708906124646,0.03082251277671058,0.02020251806027075,0.020329487580547694,0.052102882084369695,0.04900540675695041,0.04874567994619999,0.04919792073958021,0.0486097882145549,0.05004161818151637,0.04955936516915579,0.06256815257100608,0.029356480753869135,-0.13594562456366285,-0.15229996509480212,-0.019784604444065268,0.1303956966000064,-0.05760161113075222,-0.06284966265608503,-0.14885771031538705,0.6159729116377592,0.6204791070177718,0.4998723487486847,0.6553059135858762,0.718275507570366,0.5420881487046864,0.863290526687844,1.0,0.6442866678672649,0.009737632443844466,0.08623373194575623,0.0767151543575254,0.026826939915775373,0.09100683453509957,0.03305097895590277,0.020811677172285593,0.030949465701107907,0.01016111754661038,0.07021221485804277,-0.10225740342281636,0.0622236064272783
doge_close_5_min_future_percent_change,0.166071882232812,-0.1762742275464744,-0.12914170518535376,-0.17866562071483078,0.010400759420740544,-0.05232732895841039,-0.012972849642475222,-0.06163453886443531,-0.07109873827461216,-0.07112406854275213,-0.06970056971804778,-0.06829649714204306,-0.05869715909530252,-0.07080040547562903,-0.07055160767654403,-0.06701614164323529,-0.07154487783630262,-0.07197431924685471,-0.07126053969041098,-0.07206992908509752,-0.07161285835508936,-0.07107412357585594,-0.057498225416393996,0.06079297357196712,-0.09746188909894793,-0.11794235845381033,0.040176872887048604,0.13497401472811402,-0.026847576984080027,-0.0631567709054069,-0.1140798954655473,0.44238999204268853,0.381655194250662,0.6069916019282975,0.4840053375860039,0.45812312746718564,0.6971900115194442,0.6980065908754096,0.6442866678672649,1.0,0.036386231267885746,0.15172948896857236,0.013539923569847756,0.03309987604871169,0.15291272010578666,0.04370368163415369,0.032645925277659735,0.1049906616408231,-0.03334334292423692,-0.011787621969373274,-0.0678410308006338,0.01573249787369792
btc_close_15_min_past_percent_change,0.2633141871513271,0.11465641226802153,0.07527964875844775,-0.01821338672702193,-0.06724466730829008,-0.06903108748003971,-0.11621747407188131,-0.5160819059090822,-0.5249047545490784,-0.5251741055877357,-0.5246913564880036,-0.5234725195050421,-0.5187615490736533,-0.5247925877966418,-0.5244248494427323,-0.46404037454938435,-0.4716646409043636,-0.4716109121694693,-0.4708014459617803,-0.47156961169611605,-0.4709254581916067,-0.47026220834511306,-0.45814876965715945,-0.08987781178990406,-0.12914574007914292,-0.11511070366791655,-0.03636227421788756,0.018018524496557137,-0.08851199936390786,-0.13783761047828094,-0.12257572733502708,0.08288650732713918,-0.011077415567447268,0.09773072422486621,0.12536032198629557,0.011657229207059928,0.0881782888602684,0.0989410512859901,0.009737632443844466,0.036386231267885746,1.0,0.8979550710612615,0.7167996036089205,0.8373660836167539,0.7109050442079862,0.5821109845423551,0.6221269320458072,0.49294099596180907,0.41111511950327184,0.06330026646076616,0.026221945413571045,-0.2610902731218819
eth_close_15_min_past_percent_change,0.26971544235685935,-0.02219368940169917,-0.0024018428717205165,-0.10218067178942711,-0.019938420496090854,-0.056098156893190504,-0.1362040712271363,-0.3775727995686459,-0.38837136344212514,-0.3885073666736292,-0.3872528669247393,-0.38632326193354594,-0.3798573268702642,-0.3879697300557094,-0.3876348905261538,-0.4097383042395211,-0.41805692546468937,-0.41807995731134334,-0.4172301244583208,-0.41807803599481697,-0.41753743836138785,-0.41699247898118136,-0.4003185050690027,-0.0155696448170339,-0.08984309727588889,-0.08436324078952384,0.02830542004146091,0.08056475621488861,-0.041850197652348306,-0.04953275163627439,-0.08906568316048917,0.18951354085371433,0.0704750794570503,0.19030658510001727,0.24634759236123965,0.10487109306236043,0.21105231943539457,0.19657600024415542,0.08623373194575623,0.15172948896857236,0.8979550710612615,1.0,0.733720160486728,0.7974457852652328,0.8372348609556891,0.6471163585510318,0.618841219618196,0.620083365557182,0.4787508499947663,0.037496198028085986,1.6811175918906611e-06,-0.2858426163135851
doge_close_15_min_past_percent_change,0.2888197925990018,-0.014390222662919906,-0.00815438716299308,-0.027845173678080103,-0.1195967308345147,-0.09013900690393617,-0.07659177779020294,-0.38284437783205044,-0.3968803420162815,-0.3969878233496135,-0.3955989246048952,-0.3947087350190053,-0.38364554656042665,-0.39682273563127624,-0.39640950463401997,-0.36119886469831236,-0.3697845436885448,-0.37012515249652567,-0.368769109829114,-0.37023378306248056,-0.3708955410507998,-0.3684937112150962,-0.3541225750170635,-0.024184143205523832,-0.11075446829210871,-0.11582885170394273,0.006880968360137886,0.10651946522053979,-0.08219977899773727,-0.12110131417415378,-0.1028920587853557,0.09030025134476995,0.07309030408882733,0.07210710852254328,0.11004422155177433,0.08938566919887417,0.07792105116738479,0.08355618666856239,0.0767151543575254,0.013539923569847756,0.7167996036089205,0.733720160486728,1.0,0.6124146709402137,0.5832307670838642,0.8192614078666577,0.4636052037117643,0.3993965119118116,0.6057842794982775,-0.02162409920935441,0.037732939442486214,-0.2978144598817751
btc_close_10_min_past_percent_change,0.21480442093900057,0.08584840688123693,0.06414162681852875,-0.01395385796695217,-0.10008752971159629,-0.04951849691214252,-0.12935080363243967,-0.44915994897707673,-0.45794596252204056,-0.4582939029380403,-0.45763975184882577,-0.45695505564330824,-0.4514887842356399,-0.4578639448990909,-0.45760300961135364,-0.4341285909145582,-0.44143994633343475,-0.4414152426529064,-0.4407501949966513,-0.4414477839476275,-0.4404700372635563,-0.44015336322846466,-0.4279576547455804,-0.1057927858509604,-0.15501581399690584,-0.1391364468829793,-0.056367992050642364,0.02287848492962152,-0.10729062585582597,-0.15297560990431663,-0.1435473841158574,0.12468942529413167,0.010034490157940678,0.09043105725412029,0.13889696865072898,0.016508794821374365,0.04494157874679464,0.09762952091994202,0.026826939915775373,0.03309987604871169,0.8373660836167539,0.7974457852652328,0.6124146709402137,1.0,0.8856486989550074,0.7159516572038861,0.7163781989048931,0.616433935138982,0.5116878124175828,0.028063414541534465,0.05775210447129939,-0.3000131660304333
eth_close_10_min_past_percent_change,0.22408188594025036,-0.04412816346312932,-0.01344293572991836,-0.0990220729311143,-0.061351605344116676,-0.04200637203552191,-0.147523925656071,-0.31249915739129985,-0.3227092137999895,-0.3229220917478167,-0.32158663532295556,-0.32119277671664936,-0.31493545152457486,-0.3223072144990224,-0.32214877102695627,-0.3673540911327557,-0.3749620191081455,-0.3750039345168408,-0.3743804648464399,-0.37507505335701846,-0.37413664668615065,-0.37407645312512133,-0.3571348608532694,-0.0472479825513526,-0.14184593767728532,-0.13767743953844666,-0.012908494464711952,0.07016275895840123,-0.08563448828081255,-0.08938671569615915,-0.1389289326107518,0.24546202218265065,0.10383571073746305,0.2133492210783655,0.2620942866668877,0.12457272860643977,0.1980433305786772,0.18363975310422426,0.09100683453509957,0.15291272010578666,0.7109050442079862,0.8372348609556891,0.5832307670838642,0.8856486989550074,1.0,0.7085707521722552,0.6537002168808449,0.7176542844521887,0.5273007794491011,-0.0216855027522568,0.06329178252688013,-0.3156144455154024
doge_close_10_min_past_percent_change,0.24270631608737442,-0.024190055720543894,-0.012674613490325691,-0.031016985435342325,-0.11540332800721814,-0.07227477910582743,-0.11703590985356889,-0.34226925803905345,-0.3550896866830543,-0.35532187086824096,-0.3539189585395813,-0.3533355845144483,-0.34252746149296226,-0.3550944960468556,-0.35477996136303147,-0.31155418306097227,-0.3192096403380137,-0.31948705047525494,-0.3184737575361321,-0.31965763513736417,-0.3199871465936455,-0.3182138248771477,-0.3053428502367993,-0.05457887003044954,-0.14326256440567917,-0.13585407895730617,-0.006572354556987539,0.08860903561491787,-0.10539424494767287,-0.12647879090745606,-0.1286232694553106,0.107832200979407,0.08819553707550593,0.07745548414323436,0.12786719705286465,0.08291151928481573,0.058101333886880616,0.07608682968390787,0.03305097895590277,0.04370368163415369,0.5821109845423551,0.6471163585510318,0.8192614078666577,0.7159516572038861,0.7085707521722552,1.0,0.4997259587401943,0.4752721884517208,0.69323626360081,-0.0485818019762746,0.048767425435199775,-0.2722122452811817
btc_close_5_min_past_percent_change,0.1582318902103896,0.053675216827739264,0.03739362474191705,-0.017766770486143717,-0.09904870704743836,-0.028991531369087643,-0.1848669564253405,-0.3470299530334609,-0.3550298666889987,-0.35545968079379126,-0.3547329218713869,-0.35448710820983015,-0.34917219568555646,-0.35521130959272473,-0.35480382999500326,-0.3305359559280148,-0.336469607051437,-0.3364835828673442,-0.3359501385631503,-0.3364746525126163,-0.3354663118245633,-0.33524217732228884,-0.32393535677939794,-0.13654182193541406,-0.19405604711583052,-0.17926134290920157,-0.08714395613561175,0.0031470820857438147,-0.14617780458985824,-0.17237186853171285,-0.18237503969579108,0.09557846934504181,0.00873491744958653,0.040662593032219516,0.09455806672589856,0.02492606550204563,0.034850908810934195,0.028638186613025772,0.020811677172285593,0.032645925277659735,0.6221269320458072,0.618841219618196,0.4636052037117643,0.7163781989048931,0.6537002168808449,0.4997259587401943,1.0,0.863290526687844,0.6980065908754096,-0.03594542631086272,0.07539904830829335,-0.32105419015960074
eth_close_5_min_past_percent_change,0.16810808739312266,-0.04555240719452188,-0.02054564588694052,-0.08615726226497597,-0.055297930525104344,-0.05330078559778728,-0.15803621269992124,-0.2323662303748709,-0.2413890570285952,-0.24169154501550547,-0.24049649267131823,-0.24046583633580326,-0.23502105147570415,-0.2413002936909915,-0.24098062376358803,-0.2720227365439959,-0.2781055142648538,-0.27817145686010036,-0.27767721618100977,-0.27819243858394205,-0.27728763403063816,-0.277208463279737,-0.2621655959652385,-0.06414677746819959,-0.15546971665185877,-0.1514884682795037,-0.03034434222496445,0.053714131721063055,-0.10090590998333362,-0.10315821172492856,-0.15051118991419363,0.1923383048834473,0.0859208589858914,0.15787290346687838,0.17969658188487123,0.09064220347785594,0.15902221321549068,0.07493358003727933,0.030949465701107907,0.1049906616408231,0.49294099596180907,0.620083365557182,0.3993965119118116,0.616433935138982,0.7176542844521887,0.4752721884517208,0.863290526687844,1.0,0.6442866678672649,-0.042837910162374156,0.13329764816702463,-0.33497861542334384
doge_close_5_min_past_percent_change,0.166071882232812,-0.014341566948054559,-0.008761664981953068,-0.017188340773141273,-0.13184264215265945,-0.017634347941139078,-0.12094427743750504,-0.2423906258994346,-0.2517311153457551,-0.2519338699803849,-0.2508576409487659,-0.2509185967274746,-0.24290932604712087,-0.25190862280576787,-0.251476784103123,-0.23823238449669998,-0.2440453639077439,-0.24428362037410584,-0.24360425733589713,-0.24435266249941026,-0.24455494632192737,-0.24309826667769457,-0.23106197288229643,-0.09305249474334487,-0.1627688257730246,-0.16144571252053658,-0.04157149541662683,0.03778659760346664,-0.1320744279171222,-0.13431616785666617,-0.15274943565048665,0.07932127219865832,0.07220240305283385,0.009478036779476031,0.07398164622088145,0.031062471464691554,0.041593949154023056,-0.005163801197363379,0.01016111754661038,-0.03334334292423692,0.41111511950327184,0.4787508499947663,0.6057842794982775,0.5116878124175828,0.5273007794491011,0.69323626360081,0.6980065908754096,0.6442866678672649,1.0,-0.035266538378060396,0.02464879082933321,-0.25472068729772357
btc_volume_1_min_past_percent_change,0.12304991309494415,0.002112219248969113,-0.028728136191081256,-0.038662339658596334,0.2945216192762903,0.011736783179264177,0.13907385224563637,-0.09229721116942212,-0.09401702642484551,-0.09421449257249247,-0.09358443770378762,-0.09347502220328122,-0.09447357541830552,-0.09413976352698118,-0.09385750607427805,-0.07685364957728474,-0.08000361561054865,-0.08007476793496114,-0.07967641235390735,-0.0800177130501956,-0.07988379135451394,-0.07922082458647076,-0.0751326425833128,-0.0802358098708146,-0.08874120177554753,-0.07077572064996661,-0.0023038471136547388,0.006059775318047257,-0.08206114160190313,-0.0660349226075109,-0.08094528085067666,0.02940995702531627,0.03694944938643237,0.0011584277978825763,0.07137109809471799,0.05697451923524117,0.01805847321551651,0.051232727321161034,0.07021221485804277,-0.011787621969373274,0.06330026646076616,0.037496198028085986,-0.02162409920935441,0.028063414541534465,-0.0216855027522568,-0.0485818019762746,-0.03594542631086272,-0.042837910162374156,-0.035266538378060396,1.0,0.08375814126668767,0.43429631430203536
eth_volume_1_min_past_percent_change,-0.14222996874864052,0.10358329568361858,0.10551818947136478,0.11803598065127321,0.08099316882982024,0.36006857091291716,-0.05365116849286161,-0.04495042269077924,-0.04200233595566549,-0.04163067984378105,-0.04205053974925042,-0.04208997452453602,-0.04335927071057398,-0.04150538024083573,-0.04197804618091512,-0.15308720399724196,-0.15358153271392272,-0.15348729611744427,-0.15354910926585602,-0.15380367629891584,-0.15344554898741414,-0.15364384138545356,-0.15251645504121397,0.07292516100317553,0.16013596170946465,0.12576445468616723,0.006661898603203303,0.013461954100289735,0.12333397897855344,0.060052427661926346,0.14927721026809293,-0.001504717392356932,-0.004892893790180018,0.17425597414724453,-0.07090001216929107,-0.02176433772110972,0.04865903042681562,-0.13038122340823902,-0.10225740342281636,-0.0678410308006338,0.026221945413571045,1.6811175918906611e-06,0.037732939442486214,0.05775210447129939,0.06329178252688013,0.048767425435199775,0.07539904830829335,0.13329764816702463,0.02464879082933321,0.08375814126668767,1.0,-0.05876486987407326
doge_volume_1_min_past_percent_change,-0.03891874033172232,-0.03543063265190282,-0.028391143577346185,0.006394860366516722,0.20320870887138642,-0.01066945147156189,0.6820190385205308,0.03396415398190279,0.03373159690956807,0.03349603073265062,0.033153797557504805,0.03386853168093729,0.03480717803372846,0.03322356243652914,0.03328680571103661,0.09704007401139156,0.099121505785395,0.09907004085946527,0.09903349144688277,0.09896069411329494,0.09931324229611369,0.09907216421712965,0.0965395731167158,0.1275126700004696,0.27064389103925074,0.2526100950162653,0.13554674180082757,0.18014710372313322,0.24642261688654055,0.2097803817909269,0.276806744518257,-0.00789765415891902,0.046251141049406655,0.0464247148844092,0.041409672161545154,0.08075727642882204,-0.014793890170227858,0.03602708451242363,0.0622236064272783,0.01573249787369792,-0.2610902731218819,-0.2858426163135851,-0.2978144598817751,-0.3000131660304333,-0.3156144455154024,-0.2722122452811817,-0.32105419015960074,-0.33497861542334384,-0.25472068729772357,0.43429631430203536,-0.05876486987407326,1.0
